shipment_id,transaction_id,date,carrier,service_type,weight_lbs,shipping_cost,origin_zip,destination_zip
SHP03986,TXN04294,2024-11-26,UPS,expedited,20.36,112.19,95060,37201
SHP03987,TXN04324,2024-11-25,USPS,expedited,10.1,39.88,95060,06103
SHP03988,TXN04379,2024-11-28,USPS,expedited,81.4,417.46,95060,06103
SHP03989,TXN04522,2024-11-28,USPS,freight,41.12,50.81,95060,10001
SHP03990,TXN04581,2024-11-27,USPS,expedited,0.9,5.77,95060,75201
SHP03991,TXN04629,2024-11-28,UPS,expedited,20.33,114.91,95060,97201
SHP03992,TXN04837,2024-11-26,FedEx,standard,20.83,48.18,95060,30301
SHP03993,TXN04898,2024-11-25,USPS,expedited,10.04,52.08,95060,90210
SHP03994,TXN04929,2024-11-28,USPS,standard,20.49,41.35,95060,60601
SHP03995,TXN04989,2024-11-25,FedEx,standard,20.67,48.28,95060,63101
SHP03996,TXN00218,2024-11-27,UPS,expedited,2.73,20.89,95060,85001
SHP03997,TXN00912,2024-11-28,FedEx,standard,40.7,79.6,95060,90210
SHP03998,TXN00987,2024-11-28,FedEx,overnight,41.17,371.81,95060,89101
SHP03999,TXN01111,2024-11-28,FedEx,standard,10.3,24.28,95060,43201
SHP04000,TXN01183,2024-11-26,FedEx,overnight,1.54,21.65,95060,33101
SHP04001,TXN01278,2024-11-29,UPS,freight,81.5,75.22,95060,90210
SHP04002,TXN01308,2024-11-26,UPS,overnight,10.34,120.49,95060,63101
SHP04003,TXN01318,2024-11-29,FedEx,standard,20.64,36.89,95060,21201
SHP04004,TXN01781,2024-11-27,FedEx,standard,2.17,6.17,95060,98101
SHP04005,TXN02832,2024-11-26,FedEx,overnight,10.01,134.31,95060,60601
SHP04006,TXN03146,2024-11-26,FedEx,expedited,10.58,43.61,95060,32801
SHP04007,TXN03210,2024-11-27,FedEx,standard,81.51,189.19,95060,19103
SHP04008,TXN03225,2024-11-27,FedEx,standard,1.76,7.3,95060,75201
SHP04009,TXN03375,2024-11-26,USPS,standard,2.18,7.59,95060,60601
SHP04010,TXN03907,2024-11-29,FedEx,expedited,2.56,17.48,95060,10001
SHP04011,TXN04013,2024-11-26,USPS,standard,1.11,5.15,95060,33101
SHP04012,TXN04081,2024-11-29,UPS,freight,1.31,6.13,95060,02101
SHP04013,TXN04281,2024-11-26,FedEx,standard,1.87,7.92,95060,90210
SHP04014,TXN04554,2024-11-27,FedEx,standard,0.76,6.28,95060,75201
SHP04015,TXN04574,2024-11-28,FedEx,standard,1.09,5.77,95060,33101
SHP04016,TXN04805,2024-11-29,USPS,freight,41.08,51.07,95060,32801
SHP04017,TXN04807,2024-11-27,UPS,freight,5.33,9.56,95060,63101
SHP04018,TXN04841,2024-11-29,USPS,expedited,40.87,234.02,95060,85001
SHP04019,TXN04853,2024-11-28,UPS,standard,3.03,8.3,95060,10001
SHP04020,TXN04905,2024-11-26,FedEx,expedited,20.22,109.73,95060,60601
SHP04021,TXN00016,2024-11-28,FedEx,standard,5.28,10.29,95060,63101
SHP04022,TXN00054,2024-11-28,USPS,expedited,2.98,15.21,95060,90210
SHP04023,TXN00167,2024-11-27,USPS,expedited,20.71,103.52,95060,63101
SHP04024,TXN00669,2024-11-28,USPS,standard,10.46,23.02,95060,19103
SHP04025,TXN01223,2024-11-30,UPS,standard,20.34,40.41,95060,60601
SHP04026,TXN01296,2024-11-30,UPS,overnight,10.01,101.8,95060,90210
SHP04027,TXN01397,2024-11-30,USPS,freight,122.84,121.14,95060,02101
SHP04028,TXN01444,2024-11-28,FedEx,standard,0.84,6.21,95060,60601
SHP04029,TXN01705,2024-11-27,UPS,expedited,0.79,6.16,95060,10001
SHP04030,TXN01944,2024-11-28,FedEx,expedited,5.07,28.65,95060,06103
SHP04031,TXN02071,2024-11-29,FedEx,freight,41.06,31.66,95060,63101
SHP04032,TXN02324,2024-11-27,USPS,overnight,0.99,14.51,95060,75201
SHP04033,TXN02527,2024-11-28,USPS,standard,20.67,41.2,95060,43201
SHP04034,TXN02720,2024-11-27,UPS,standard,82.09,194.07,95060,85001
SHP04035,TXN02726,2024-11-27,FedEx,standard,10.17,24.08,95060,02101
SHP04036,TXN02790,2024-11-30,USPS,overnight,1.24,19.47,95060,60601
SHP04037,TXN02796,2024-11-29,UPS,standard,122.39,253.64,95060,33101
SHP04038,TXN03133,2024-11-28,UPS,freight,41.03,39.44,95060,48201
SHP04039,TXN03255,2024-11-29,USPS,standard,2.76,7.63,95060,33101
SHP04040,TXN03352,2024-11-29,UPS,freight,81.95,81.34,95060,37201
SHP04041,TXN03457,2024-11-29,USPS,expedited,20.88,110.13,95060,30301
SHP04042,TXN03638,2024-11-28,UPS,overnight,20.3,253.74,95060,48201
SHP04043,TXN03841,2024-11-28,UPS,standard,81.57,188.59,95060,48201
SHP04044,TXN04318,2024-11-29,FedEx,standard,4.92,10.24,95060,94102
SHP04045,TXN04491,2024-11-27,UPS,standard,40.92,60.43,95060,02101
SHP04046,TXN00004,2024-11-28,USPS,freight,20.2,16.26,95060,37201
SHP04047,TXN00191,2024-11-30,FedEx,expedited,82.0,338.57,95060,63101
SHP04048,TXN00511,2024-11-29,UPS,standard,1.06,5.15,95060,60601
SHP04049,TXN00749,2024-12-01,USPS,standard,5.21,11.56,95060,21201
SHP04050,TXN00945,2024-11-28,FedEx,standard,4.91,14.28,95060,19103
SHP04051,TXN01440,2024-11-29,UPS,overnight,2.37,28.15,95060,98101
SHP04052,TXN01758,2024-11-29,USPS,overnight,20.7,242.66,95060,43201
SHP04053,TXN01814,2024-11-30,UPS,overnight,10.49,143.5,95060,43201
SHP04054,TXN01873,2024-11-28,UPS,freight,81.94,93.63,95060,85001
SHP04055,TXN02218,2024-11-30,USPS,overnight,20.69,214.41,95060,21201
SHP04056,TXN02259,2024-12-01,UPS,standard,5.48,17.39,95060,89101
SHP04057,TXN02442,2024-11-30,UPS,overnight,2.82,28.08,95060,10001
SHP04058,TXN02676,2024-12-01,USPS,standard,40.84,72.12,95060,19103
SHP04059,TXN02695,2024-12-01,UPS,freight,40.83,40.0,95060,02101
SHP04060,TXN03030,2024-11-30,USPS,standard,2.41,7.76,95060,60601
SHP04061,TXN03038,2024-12-01,UPS,overnight,10.41,103.33,95060,48201
SHP04062,TXN03272,2024-12-01,UPS,expedited,1.0,8.83,95060,75201
SHP04063,TXN03702,2024-11-28,USPS,expedited,10.48,42.87,95060,85001
SHP04064,TXN03778,2024-11-28,UPS,standard,1.31,7.28,95060,85001
SHP04065,TXN03893,2024-11-28,UPS,overnight,5.27,62.58,95060,85001
SHP04066,TXN04423,2024-11-30,FedEx,standard,0.7,6.07,95060,10001
SHP04067,TXN04551,2024-12-01,USPS,standard,41.15,63.39,95060,27601
SHP04068,TXN00087,2024-11-30,USPS,standard,1.79,6.92,95060,02101
SHP04069,TXN00144,2024-12-01,FedEx,freight,81.69,71.84,95060,85001
SHP04070,TXN00448,2024-12-01,FedEx,expedited,10.31,61.79,95060,02101
SHP04071,TXN00756,2024-12-01,USPS,expedited,1.58,9.49,95060,02101
SHP04072,TXN00935,2024-12-01,FedEx,standard,10.29,26.27,95060,94102
SHP04073,TXN01017,2024-12-02,UPS,standard,1.96,6.32,95060,60601
SHP04074,TXN01184,2024-11-30,USPS,standard,0.87,4.71,95060,75201
SHP04075,TXN01418,2024-11-29,USPS,expedited,81.95,412.46,95060,60601
SHP04076,TXN01617,2024-12-01,USPS,expedited,20.39,92.05,95060,19103
SHP04077,TXN01644,2024-11-29,FedEx,expedited,81.55,358.97,95060,43201
SHP04078,TXN01762,2024-11-30,UPS,expedited,81.44,448.01,95060,02101
SHP04079,TXN02005,2024-11-30,FedEx,expedited,10.11,59.73,95060,37201
SHP04080,TXN02081,2024-11-29,FedEx,expedited,20.71,106.27,95060,21201
SHP04081,TXN02211,2024-11-29,FedEx,overnight,10.45,106.04,95060,85001
SHP04082,TXN02214,2024-12-02,USPS,freight,10.69,14.12,95060,30301
SHP04083,TXN02225,2024-12-01,UPS,standard,5.5,13.96,95060,63101
SHP04084,TXN02266,2024-11-30,UPS,expedited,20.58,83.8,95060,94102
SHP04085,TXN02302,2024-11-29,FedEx,standard,10.06,25.87,95060,89101
SHP04086,TXN02572,2024-12-02,USPS,standard,20.83,54.59,95060,89101
SHP04087,TXN02902,2024-12-02,FedEx,freight,5.17,7.83,95060,30301
SHP04088,TXN03220,2024-12-02,UPS,expedited,10.16,57.71,95060,48201
SHP04089,TXN03812,2024-11-29,USPS,freight,20.87,25.97,95060,06103
SHP04090,TXN04115,2024-11-30,FedEx,overnight,5.03,47.85,95060,85001
SHP04091,TXN04264,2024-11-29,FedEx,expedited,2.55,19.25,95060,10001
SHP04092,TXN04314,2024-12-01,USPS,expedited,20.7,78.28,95060,30301
SHP04093,TXN04602,2024-12-02,UPS,freight,10.23,9.75,95060,97201
SHP04094,TXN04658,2024-11-29,USPS,standard,20.22,46.35,95060,90210
SHP04095,TXN04747,2024-12-02,USPS,expedited,1.77,12.42,95060,75201
SHP04096,TXN00186,2024-11-30,USPS,expedited,1.96,11.1,95060,60601
SHP04097,TXN00404,2024-12-02,USPS,expedited,1.15,7.65,95060,10001
SHP04098,TXN00421,2024-12-03,UPS,freight,41.03,33.84,95060,90210
SHP04099,TXN00980,2024-11-30,FedEx,expedited,40.6,209.66,95060,06103
SHP04100,TXN01284,2024-11-30,FedEx,standard,0.83,3.64,95060,33101
SHP04101,TXN01377,2024-12-01,USPS,standard,0.72,5.23,95060,60601
SHP04102,TXN01672,2024-11-30,USPS,expedited,20.44,124.84,95060,37201
SHP04103,TXN01676,2024-12-01,USPS,expedited,20.65,121.65,95060,85001
SHP04104,TXN01681,2024-11-30,UPS,expedited,4.92,26.06,95060,94102
SHP04105,TXN01704,2024-12-01,UPS,standard,5.05,10.25,95060,89101
SHP04106,TXN02068,2024-12-01,USPS,expedited,41.06,233.77,95060,63101
SHP04107,TXN02246,2024-12-03,FedEx,overnight,10.58,147.87,95060,21201
SHP04108,TXN02407,2024-12-03,UPS,standard,10.01,22.56,95060,30301
SHP04109,TXN02579,2024-12-03,USPS,expedited,10.09,51.45,95060,89101
SHP04110,TXN02727,2024-12-01,FedEx,expedited,20.77,115.08,95060,27601
SHP04111,TXN02803,2024-11-30,UPS,standard,20.25,46.93,95060,60601
SHP04112,TXN02837,2024-11-30,FedEx,overnight,0.7,11.39,95060,33101
SHP04113,TXN02948,2024-12-02,USPS,expedited,5.36,32.12,95060,90210
SHP04114,TXN03022,2024-12-03,USPS,standard,5.52,17.06,95060,48201
SHP04115,TXN03274,2024-12-01,FedEx,expedited,1.05,10.21,95060,33101
SHP04116,TXN03954,2024-12-02,UPS,standard,2.86,9.04,95060,60601
SHP04117,TXN04171,2024-12-02,USPS,freight,1.51,5.76,95060,98101
SHP04118,TXN04261,2024-11-30,USPS,expedited,10.51,46.05,95060,37201
SHP04119,TXN04394,2024-12-02,UPS,standard,1.63,6.42,95060,98101
SHP04120,TXN04560,2024-12-01,USPS,overnight,5.06,64.53,95060,06103
SHP04121,TXN04619,2024-12-01,USPS,expedited,20.75,111.08,95060,10001
SHP04122,TXN04913,2024-11-30,UPS,standard,41.17,71.11,95060,90210
SHP04123,TXN00203,2024-12-03,USPS,standard,40.8,63.04,95060,89101
SHP04124,TXN00566,2024-12-03,FedEx,overnight,10.15,100.69,95060,43201
SHP04125,TXN00616,2024-12-03,FedEx,standard,41.29,74.49,95060,97201
SHP04126,TXN00693,2024-12-02,FedEx,standard,20.6,36.75,95060,94102
SHP04127,TXN01351,2024-12-01,FedEx,standard,10.3,21.48,95060,94102
SHP04128,TXN01366,2024-12-04,UPS,overnight,10.03,111.23,95060,55401
SHP04129,TXN01901,2024-12-01,UPS,freight,81.59,58.61,95060,97201
SHP04130,TXN01937,2024-12-03,UPS,freight,40.64,40.5,95060,27601
SHP04131,TXN02062,2024-12-04,UPS,freight,20.89,27.88,95060,33101
SHP04132,TXN02118,2024-12-03,FedEx,standard,41.15,85.62,95060,30301
SHP04133,TXN02365,2024-12-04,FedEx,freight,20.79,17.36,95060,90210
SHP04134,TXN02448,2024-12-02,UPS,expedited,1.93,13.33,95060,90210
SHP04135,TXN02839,2024-12-03,FedEx,expedited,40.98,230.69,95060,90210
SHP04136,TXN02883,2024-12-04,UPS,expedited,1.13,7.99,95060,02101
SHP04137,TXN02951,2024-12-03,UPS,freight,81.61,70.99,95060,60601
SHP04138,TXN03258,2024-12-01,FedEx,freight,40.83,42.41,95060,89101
SHP04139,TXN03264,2024-12-02,UPS,overnight,20.75,256.69,95060,63101
SHP04140,TXN03300,2024-12-01,FedEx,expedited,5.41,27.81,95060,43201
SHP04141,TXN03639,2024-12-02,UPS,expedited,3.31,20.94,95060,02101
SHP04142,TXN03897,2024-12-01,UPS,expedited,5.01,25.55,95060,30301
SHP04143,TXN03967,2024-12-02,FedEx,standard,20.38,49.0,95060,97201
SHP04144,TXN03977,2024-12-01,UPS,freight,5.34,9.78,95060,21201
SHP04145,TXN04006,2024-12-01,USPS,expedited,20.45,88.11,95060,97201
SHP04146,TXN04015,2024-12-02,USPS,freight,81.83,74.22,95060,89101
SHP04147,TXN04062,2024-12-02,UPS,expedited,20.67,125.74,95060,94102
SHP04148,TXN04125,2024-12-02,UPS,standard,5.45,16.08,95060,89101
SHP04149,TXN04292,2024-12-04,USPS,standard,5.47,15.61,95060,37201
SHP04150,TXN04616,2024-12-01,UPS,standard,5.01,11.06,95060,94102
SHP04151,TXN00003,2024-12-04,FedEx,standard,10.03,23.21,95060,94102
SHP04152,TXN00263,2024-12-05,FedEx,expedited,5.25,27.13,95060,19103
SHP04153,TXN00383,2024-12-04,FedEx,standard,5.53,11.49,95060,19103
SHP04154,TXN00490,2024-12-05,FedEx,overnight,10.55,133.37,95060,89101
SHP04155,TXN00687,2024-12-02,FedEx,standard,2.0,5.86,95060,85001
SHP04156,TXN00748,2024-12-05,FedEx,standard,1.26,6.22,95060,02101
SHP04157,TXN01316,2024-12-04,USPS,freight,81.79,55.63,95060,48201
SHP04158,TXN01333,2024-12-02,FedEx,expedited,2.13,14.95,95060,98101
SHP04159,TXN01399,2024-12-03,USPS,expedited,40.8,184.0,95060,19103
SHP04160,TXN01400,2024-12-05,USPS,freight,40.96,34.11,95060,06103
SHP04161,TXN01421,2024-12-05,FedEx,freight,1.13,4.81,95060,02101
SHP04162,TXN01456,2024-12-04,UPS,standard,10.11,26.79,95060,10001
SHP04163,TXN01457,2024-12-02,UPS,standard,20.33,33.66,95060,30301
SHP04164,TXN01504,2024-12-04,UPS,expedited,10.15,44.55,95060,89101
SHP04165,TXN01522,2024-12-04,FedEx,expedited,1.92,12.27,95060,33101
SHP04166,TXN01560,2024-12-03,UPS,standard,20.34,36.94,95060,90210
SHP04167,TXN01788,2024-12-05,UPS,standard,122.45,258.02,95060,02101
SHP04168,TXN02077,2024-12-05,FedEx,expedited,20.48,115.54,95060,48201
SHP04169,TXN02083,2024-12-02,USPS,standard,5.21,14.96,95060,90210
SHP04170,TXN02316,2024-12-04,FedEx,overnight,0.9,13.45,95060,60601
SHP04171,TXN02337,2024-12-03,USPS,overnight,1.55,15.94,95060,90210
SHP04172,TXN02436,2024-12-02,FedEx,expedited,4.92,29.62,95060,90210
SHP04173,TXN02472,2024-12-05,USPS,standard,2.7,6.77,95060,90210
SHP04174,TXN02507,2024-12-05,FedEx,expedited,2.87,14.98,95060,75201
SHP04175,TXN02551,2024-12-03,FedEx,overnight,5.14,49.01,95060,94102
SHP04176,TXN03091,2024-12-02,USPS,freight,41.15,41.09,95060,55401
SHP04177,TXN03173,2024-12-05,UPS,standard,10.27,17.34,95060,89101
SHP04178,TXN03229,2024-12-02,UPS,standard,40.79,102.05,95060,97201
SHP04179,TXN03683,2024-12-05,FedEx,standard,20.76,29.26,95060,55401
SHP04180,TXN03814,2024-12-02,UPS,freight,40.78,33.3,95060,90210
SHP04181,TXN03940,2024-12-04,UPS,standard,10.58,23.59,95060,94102
SHP04182,TXN04008,2024-12-03,FedEx,freight,122.89,101.58,95060,21201
SHP04183,TXN04084,2024-12-05,USPS,standard,10.13,20.13,95060,94102
SHP04184,TXN04174,2024-12-03,USPS,expedited,20.54,121.53,95060,21201
SHP04185,TXN04344,2024-12-02,FedEx,freight,81.66,74.5,95060,89101
SHP04186,TXN04540,2024-12-02,USPS,freight,40.68,42.17,95060,33101
SHP04187,TXN04717,2024-12-04,USPS,freight,40.87,41.26,95060,55401
SHP04188,TXN04782,2024-12-05,USPS,standard,10.49,19.13,95060,90210
SHP04189,TXN00026,2024-12-06,UPS,standard,10.36,15.95,95060,06103
SHP04190,TXN00158,2024-12-06,UPS,expedited,5.26,22.35,95060,85001
SHP04191,TXN00201,2024-12-04,USPS,overnight,20.74,253.67,95060,21201
SHP04192,TXN00296,2024-12-05,USPS,freight,10.64,13.66,95060,85001
SHP04193,TXN00841,2024-12-06,USPS,freight,0.7,3.55,95060,75201
SHP04194,TXN01526,2024-12-05,FedEx,expedited,20.4,88.51,95060,19103
SHP04195,TXN01641,2024-12-04,USPS,expedited,20.89,92.16,95060,63101
SHP04196,TXN01768,2024-12-06,FedEx,freight,40.77,35.15,95060,89101
SHP04197,TXN01874,2024-12-04,UPS,standard,122.31,300.25,95060,37201
SHP04198,TXN01946,2024-12-04,FedEx,standard,5.57,15.03,95060,60601
SHP04199,TXN02082,2024-12-05,FedEx,expedited,10.26,59.22,95060,97201
SHP04200,TXN02247,2024-12-04,FedEx,standard,5.15,9.47,95060,33101
SHP04201,TXN02423,2024-12-05,UPS,overnight,20.48,190.07,95060,90210
SHP04202,TXN02443,2024-12-04,UPS,standard,0.83,4.54,95060,85001
SHP04203,TXN02534,2024-12-03,FedEx,expedited,1.72,9.13,95060,98101
SHP04204,TXN02708,2024-12-06,USPS,standard,20.83,33.92,95060,89101
SHP04205,TXN02731,2024-12-04,FedEx,freight,81.64,92.03,95060,32801
SHP04206,TXN02848,2024-12-03,UPS,overnight,20.34,195.88,95060,97201
SHP04207,TXN03009,2024-12-06,UPS,overnight,10.15,108.78,95060,90210
SHP04208,TXN03219,2024-12-06,USPS,freight,20.57,18.56,95060,90210
SHP04209,TXN03316,2024-12-05,FedEx,expedited,1.29,8.97,95060,75201
SHP04210,TXN03579,2024-12-06,FedEx,expedited,1.91,11.19,95060,85001
SHP04211,TXN03736,2024-12-05,UPS,expedited,5.51,32.35,95060,85001
SHP04212,TXN03785,2024-12-06,UPS,expedited,20.86,77.65,95060,90210
SHP04213,TXN03870,2024-12-05,UPS,freight,41.26,29.55,95060,89101
SHP04214,TXN03949,2024-12-03,FedEx,standard,10.08,27.71,95060,19103
SHP04215,TXN04203,2024-12-04,UPS,expedited,2.13,14.7,95060,60601
SHP04216,TXN04231,2024-12-05,FedEx,expedited,5.56,23.04,95060,97201
SHP04217,TXN04459,2024-12-05,FedEx,standard,10.17,17.23,95060,48201
SHP04218,TXN04874,2024-12-06,FedEx,freight,122.84,121.68,95060,97201
SHP04219,TXN04982,2024-12-04,UPS,freight,81.88,90.64,95060,85001
SHP04220,TXN00102,2024-12-06,UPS,overnight,1.1,13.6,95060,10001
SHP04221,TXN00418,2024-12-06,FedEx,expedited,10.13,57.83,95060,55401
SHP04222,TXN00603,2024-12-06,UPS,expedited,81.75,391.89,95060,48201
SHP04223,TXN00735,2024-12-06,FedEx,freight,40.61,44.58,95060,85001
SHP04224,TXN00763,2024-12-06,FedEx,expedited,41.19,162.51,95060,27601
SHP04225,TXN00896,2024-12-07,USPS,standard,5.18,9.95,95060,97201
SHP04226,TXN01198,2024-12-07,FedEx,standard,20.7,41.93,95060,33101
SHP04227,TXN01648,2024-12-07,FedEx,standard,20.35,36.44,95060,97201
SHP04228,TXN01737,2024-12-05,USPS,overnight,4.92,68.5,95060,63101
SHP04229,TXN02065,2024-12-06,UPS,freight,10.05,12.67,95060,02101
SHP04230,TXN02182,2024-12-05,UPS,freight,40.88,40.41,95060,60601
SHP04231,TXN02236,2024-12-07,UPS,overnight,5.0,59.01,95060,02101
SHP04232,TXN02514,2024-12-05,FedEx,expedited,20.24,84.34,95060,97201
SHP04233,TXN02574,2024-12-06,FedEx,standard,5.44,10.42,95060,06103
SHP04234,TXN02613,2024-12-04,UPS,expedited,20.58,106.61,95060,06103
SHP04235,TXN02659,2024-12-04,FedEx,expedited,20.86,82.71,95060,21201
SHP04236,TXN02725,2024-12-07,FedEx,freight,2.76,4.38,95060,75201
SHP04237,TXN03193,2024-12-04,UPS,expedited,1.98,11.48,95060,75201
SHP04238,TXN03417,2024-12-05,UPS,standard,20.64,39.9,95060,97201
SHP04239,TXN03599,2024-12-05,FedEx,expedited,20.81,107.73,95060,37201
SHP04240,TXN03602,2024-12-04,FedEx,expedited,5.59,29.42,95060,60601
SHP04241,TXN03783,2024-12-04,FedEx,expedited,5.06,22.59,95060,94102
SHP04242,TXN04282,2024-12-04,FedEx,expedited,2.64,19.76,95060,90210
SHP04243,TXN04345,2024-12-07,FedEx,standard,20.88,35.88,95060,33101
SHP04244,TXN04433,2024-12-04,FedEx,freight,122.3,137.28,95060,63101
SHP04245,TXN04440,2024-12-06,FedEx,freight,20.57,22.09,95060,55401
SHP04246,TXN04524,2024-12-04,UPS,expedited,10.15,59.81,95060,89101
SHP04247,TXN04570,2024-12-04,USPS,expedited,10.44,51.91,95060,94102
SHP04248,TXN04746,2024-12-05,FedEx,expedited,20.6,121.02,95060,10001
SHP04249,TXN04794,2024-12-05,UPS,standard,0.87,5.67,95060,75201
SHP04250,TXN04876,2024-12-07,USPS,expedited,5.07,32.26,95060,90210
SHP04251,TXN00297,2024-12-06,USPS,expedited,10.48,48.34,95060,94102
SHP04252,TXN00369,2024-12-07,USPS,standard,20.72,32.29,95060,89101
SHP04253,TXN00678,2024-12-07,USPS,overnight,2.19,22.06,95060,85001
SHP04254,TXN00934,2024-12-07,UPS,expedited,20.22,108.49,95060,30301
SHP04255,TXN01086,2024-12-05,FedEx,expedited,0.84,7.54,95060,90210
SHP04256,TXN01303,2024-12-05,UPS,standard,0.75,3.9,95060,85001
SHP04257,TXN01863,2024-12-08,USPS,standard,3.67,9.51,95060,98101
SHP04258,TXN02663,2024-12-08,USPS,overnight,20.25,206.9,95060,90210
SHP04259,TXN02762,2024-12-07,USPS,expedited,40.69,212.26,95060,85001
SHP04260,TXN02997,2024-12-06,FedEx,overnight,5.23,59.82,95060,30301
SHP04261,TXN03061,2024-12-06,USPS,standard,20.42,54.62,95060,02101
SHP04262,TXN03158,2024-12-05,USPS,freight,81.49,79.27,95060,90210
SHP04263,TXN03199,2024-12-06,USPS,freight,20.78,27.94,95060,06103
SHP04264,TXN03305,2024-12-08,FedEx,expedited,20.25,111.17,95060,89101
SHP04265,TXN03596,2024-12-05,UPS,standard,20.47,46.73,95060,90210
SHP04266,TXN03920,2024-12-05,USPS,overnight,20.63,198.62,95060,02101
SHP04267,TXN04020,2024-12-06,USPS,expedited,1.2,7.62,95060,10001
SHP04268,TXN04705,2024-12-08,FedEx,freight,40.98,28.23,95060,85001
SHP04269,TXN04718,2024-12-07,FedEx,expedited,5.16,21.97,95060,30301
SHP04270,TXN04737,2024-12-05,UPS,expedited,10.14,52.95,95060,97201
SHP04271,TXN04961,2024-12-07,FedEx,overnight,10.61,140.77,95060,33101
SHP04272,TXN04964,2024-12-05,UPS,expedited,3.03,14.65,95060,98101
SHP04273,TXN04986,2024-12-08,USPS,freight,10.4,15.52,95060,27601
SHP04274,TXN00116,2024-12-09,FedEx,expedited,82.08,485.39,95060,21201
SHP04275,TXN00168,2024-12-07,USPS,expedited,5.29,27.4,95060,97201
SHP04276,TXN00208,2024-12-09,UPS,overnight,5.23,50.48,95060,37201
SHP04277,TXN00546,2024-12-06,FedEx,expedited,1.82,11.67,95060,10001
SHP04278,TXN00591,2024-12-06,USPS,expedited,10.22,43.79,95060,89101
SHP04279,TXN00607,2024-12-08,USPS,freight,41.09,33.72,95060,85001
SHP04280,TXN00728,2024-12-06,FedEx,freight,20.74,25.74,95060,94102
SHP04281,TXN00970,2024-12-07,FedEx,expedited,5.32,25.99,95060,94102
SHP04282,TXN00982,2024-12-07,UPS,freight,40.88,31.93,95060,89101
SHP04283,TXN01281,2024-12-07,UPS,standard,5.53,13.7,95060,94102
SHP04284,TXN01338,2024-12-06,USPS,expedited,10.49,48.73,95060,97201
SHP04285,TXN01662,2024-12-09,UPS,standard,10.5,25.24,95060,06103
SHP04286,TXN01670,2024-12-06,FedEx,expedited,2.51,16.07,95060,02101
SHP04287,TXN02187,2024-12-06,UPS,expedited,10.58,39.67,95060,43201
SHP04288,TXN02206,2024-12-08,USPS,overnight,20.53,234.82,95060,97201
SHP04289,TXN02231,2024-12-09,USPS,freight,41.07,36.04,95060,10001
SHP04290,TXN02458,2024-12-09,FedEx,overnight,10.43,93.99,95060,33101
SHP04291,TXN02953,2024-12-09,UPS,freight,41.03,48.86,95060,48201
SHP04292,TXN03089,2024-12-07,FedEx,standard,20.43,42.22,95060,55401
SHP04293,TXN03254,2024-12-09,UPS,standard,10.29,26.97,95060,97201
SHP04294,TXN03363,2024-12-09,UPS,freight,40.89,48.94,95060,90210
SHP04295,TXN03450,2024-12-06,USPS,overnight,1.14,14.05,95060,33101
SHP04296,TXN03550,2024-12-08,USPS,expedited,81.54,475.44,95060,19103
SHP04297,TXN03830,2024-12-09,UPS,overnight,2.62,37.57,95060,60601
SHP04298,TXN03836,2024-12-08,FedEx,freight,122.47,122.58,95060,19103
SHP04299,TXN04002,2024-12-08,UPS,expedited,10.51,40.25,95060,37201
SHP04300,TXN04195,2024-12-07,USPS,overnight,0.65,9.2,95060,10001
SHP04301,TXN04214,2024-12-06,FedEx,overnight,5.48,65.83,95060,90210
SHP04302,TXN04507,2024-12-08,USPS,freight,122.64,93.51,95060,97201
SHP04303,TXN04940,2024-12-07,USPS,standard,20.62,29.17,95060,89101
SHP04304,TXN00195,2024-12-07,UPS,expedited,2.64,18.66,95060,02101
SHP04305,TXN00293,2024-12-08,USPS,standard,1.78,8.42,95060,85001
SHP04306,TXN00478,2024-12-08,USPS,freight,40.99,38.67,95060,21201
SHP04307,TXN00562,2024-12-08,UPS,standard,40.82,74.21,95060,55401
SHP04308,TXN00587,2024-12-08,USPS,expedited,5.49,28.52,95060,94102
SHP04309,TXN00599,2024-12-10,FedEx,overnight,5.41,63.17,95060,37201
SHP04310,TXN00648,2024-12-08,UPS,expedited,41.03,187.78,95060,02101
SHP04311,TXN00823,2024-12-07,FedEx,expedited,1.53,8.44,95060,33101
SHP04312,TXN00933,2024-12-09,UPS,overnight,10.29,92.8,95060,89101
SHP04313,TXN01157,2024-12-08,USPS,overnight,122.22,1586.1,95060,63101
SHP04314,TXN01689,2024-12-10,USPS,standard,2.02,5.56,95060,90210
SHP04315,TXN01779,2024-12-08,UPS,expedited,20.41,108.52,95060,90210
SHP04316,TXN02552,2024-12-09,UPS,expedited,5.47,23.16,95060,32801
SHP04317,TXN03177,2024-12-08,UPS,overnight,0.84,14.06,95060,10001
SHP04318,TXN04256,2024-12-10,FedEx,expedited,1.87,11.19,95060,98101
SHP04319,TXN04280,2024-12-08,USPS,freight,81.62,61.01,95060,85001
SHP04320,TXN04417,2024-12-10,UPS,overnight,20.61,180.9,95060,97201
SHP04321,TXN04454,2024-12-07,FedEx,standard,2.5,8.87,95060,85001
SHP04322,TXN04795,2024-12-10,USPS,standard,0.73,3.55,95060,02101
SHP04323,TXN04957,2024-12-10,USPS,standard,20.66,52.69,95060,90210
SHP04324,TXN00121,2024-12-10,USPS,standard,0.98,5.55,95060,98101
SHP04325,TXN00213,2024-12-09,UPS,freight,81.85,62.95,95060,90210
SHP04326,TXN00470,2024-12-11,USPS,overnight,20.74,259.41,95060,97201
